review_id,cluster,Sentiment,region,threshold
bn_1999,2,2,B_uniform,0.95
bn_2000,1,2,B_uniform,0.95
bn_2001,0,2,B_uniform,0.95
bn_2002,1,2,B_uniform,0.95
bn_2003,1,2,B_uniform,0.95
bn_2004,0,2,B_uniform,0.95
bn_2005,0,2,B_uniform,0.95
bn_2006,2,2,B_uniform,0.95
bn_2007,2,2,B_uniform,0.95
bn_2008,1,2,B_uniform,0.95
bn_2009,1,2,B_uniform,0.95
bn_2010,1,2,B_uniform,0.95
bn_2011,1,2,B_uniform,0.95
bn_2012,1,2,B_uniform,0.95
bn_2013,1,2,B_uniform,0.95
bn_2014,0,2,B_uniform,0.95
bn_2015,2,2,B_uniform,0.95
bn_2016,1,2,B_uniform,0.95
bn_2017,0,2,B_uniform,0.95
bn_2018,1,2,B_uniform,0.95
bn_2019,0,2,B_uniform,0.95
bn_2020,1,2,B_uniform,0.95
bn_2021,0,2,B_uniform,0.95
bn_2022,1,2,B_uniform,0.95
bn_2023,2,2,B_uniform,0.95
bn_2024,1,2,B_uniform,0.95
bn_2025,1,2,B_uniform,0.95
bn_2026,2,2,B_uniform,0.95
bn_2027,2,2,B_uniform,0.95
bn_2028,2,2,B_uniform,0.95
bn_2029,1,2,B_uniform,0.95
bn_2030,1,2,B_uniform,0.95
bn_2031,1,2,B_uniform,0.95
bn_2032,2,2,B_uniform,0.95
bn_2033,0,2,B_uniform,0.95
bn_2034,1,2,B_uniform,0.95
bn_2035,0,2,B_uniform,0.95
bn_2036,1,2,B_uniform,0.95
bn_2037,1,2,B_uniform,0.95
bn_2038,1,2,B_uniform,0.95
bn_2039,2,2,B_uniform,0.95
bn_2040,0,2,B_uniform,0.95
bn_2041,1,2,B_uniform,0.95
bn_2042,1,2,B_uniform,0.95
bn_2043,1,2,B_uniform,0.95
bn_2044,2,2,B_uniform,0.95
bn_2045,1,2,B_uniform,0.95
bn_2046,0,2,B_uniform,0.95
bn_2047,0,2,B_uniform,0.95
bn_2048,1,2,B_uniform,0.95
bn_2049,0,2,B_uniform,0.95
bn_2050,0,2,B_uniform,0.95
bn_2051,0,2,B_uniform,0.95
bn_2052,1,2,B_uniform,0.95
bn_2053,2,2,B_uniform,0.95
bn_2054,1,2,B_uniform,0.95
bn_2055,0,2,B_uniform,0.95
bn_2056,1,2,B_uniform,0.95
bn_2057,0,2,B_uniform,0.95
bn_2058,1,2,B_uniform,0.95
bn_2059,0,2,B_uniform,0.95
bn_2060,0,2,B_uniform,0.95
bn_2061,1,2,B_uniform,0.95
bn_2062,1,2,B_uniform,0.95
bn_2063,2,2,B_uniform,0.95
bn_2064,1,2,B_uniform,0.95
bn_2065,0,2,B_uniform,0.95
bn_2066,1,2,B_uniform,0.95
bn_2067,0,2,B_uniform,0.95
bn_2068,0,2,B_uniform,0.95
bn_2069,0,2,B_uniform,0.95
bn_2070,0,2,B_uniform,0.95
bn_2071,1,2,B_uniform,0.95
bn_2072,1,2,B_uniform,0.95
bn_2073,0,2,B_uniform,0.95
bn_2074,2,2,B_uniform,0.95
bn_2075,2,2,B_uniform,0.95
bn_2076,1,2,B_uniform,0.95
bn_2077,1,2,B_uniform,0.95
bn_2078,1,2,B_uniform,0.95
bn_2079,1,2,B_uniform,0.95
bn_2080,1,2,B_uniform,0.95
bn_2081,1,2,B_uniform,0.95
bn_2082,1,2,B_uniform,0.95
bn_2083,2,2,B_uniform,0.95
bn_2084,2,2,B_uniform,0.95
bn_2085,1,2,B_uniform,0.95
bn_2086,1,2,B_uniform,0.95
bn_2087,1,2,B_uniform,0.95
bn_2088,0,2,B_uniform,0.95
bn_2089,1,2,B_uniform,0.95
bn_2090,0,2,B_uniform,0.95
bn_2091,2,2,B_uniform,0.95
bn_2092,0,2,B_uniform,0.95
bn_2093,2,2,B_uniform,0.95
bn_2094,1,2,B_uniform,0.95
bn_2095,1,2,B_uniform,0.95
bn_2096,1,2,B_uniform,0.95
bn_2097,0,2,B_uniform,0.95
bn_2098,0,2,B_uniform,0.95
bn_2099,1,2,B_uniform,0.95
bn_2100,1,2,B_uniform,0.95
bn_2101,0,2,B_uniform,0.95
bn_2102,1,2,B_uniform,0.95
bn_2103,1,2,B_uniform,0.95
bn_2104,2,2,B_uniform,0.95
bn_2105,2,2,B_uniform,0.95
bn_2106,1,2,B_uniform,0.95
bn_2107,1,2,B_uniform,0.95
bn_2108,0,2,B_uniform,0.95
bn_2109,2,2,B_uniform,0.95
bn_2110,1,2,B_uniform,0.95
bn_2111,0,2,B_uniform,0.95
bn_2112,2,2,B_uniform,0.95
bn_2113,1,2,B_uniform,0.95
bn_2114,0,2,B_uniform,0.95
bn_2115,1,2,B_uniform,0.95
bn_2116,1,2,B_uniform,0.95
bn_2117,0,2,B_uniform,0.95
bn_2118,1,2,B_uniform,0.95
bn_2119,0,2,B_uniform,0.95
bn_2120,2,2,B_uniform,0.95
bn_2121,0,2,B_uniform,0.95
bn_2122,1,2,B_uniform,0.95
bn_2123,2,2,B_uniform,0.95
bn_2124,0,2,B_uniform,0.95
bn_2125,1,2,B_uniform,0.95
bn_2126,0,2,B_uniform,0.95
bn_2127,0,2,B_uniform,0.95
bn_2128,2,2,B_uniform,0.95
bn_2129,2,2,B_uniform,0.95
bn_2130,2,2,B_uniform,0.95
bn_2131,1,2,B_uniform,0.95
bn_2132,0,2,B_uniform,0.95
bn_2133,1,2,B_uniform,0.95
bn_2134,0,2,B_uniform,0.95
bn_2135,1,2,B_uniform,0.95
bn_2136,1,2,B_uniform,0.95
